20190901 231200;1.099210;1.099210;1.099160;1.099160;0
20190901 231300;1.099170;1.099170;1.099170;1.099170;0
20190901 231400;1.099190;1.099190;1.099150;1.099160;0
20190901 231500;1.099170;1.099190;1.099140;1.099170;0
20190901 231600;1.099170;1.099170;1.099140;1.099140;0
20190901 231700;1.099140;1.099160;1.099140;1.099160;0
20190901 231800;1.099160;1.099160;1.099150;1.099150;0
20190901 231900;1.099140;1.099190;1.099140;1.099190;0
20190901 232000;1.099190;1.099220;1.099190;1.099210;0
20190901 232100;1.099210;1.099210;1.099140;1.099140;0
20190901 232200;1.099130;1.099140;1.099110;1.099130;0
20190901 232300;1.099130;1.099140;1.099130;1.099140;0
20190901 232400;1.099140;1.099140;1.099140;1.099140;0
20190901 232500;1.099140;1.099140;1.099140;1.099140;0
20190901 232600;1.099160;1.099280;1.099160;1.099260;0
20190901 232700;1.099250;1.099290;1.099250;1.099270;0
20190901 232800;1.099260;1.099260;1.099210;1.099240;0
20190901 232900;1.099250;1.099270;1.099250;1.099260;0
20190901 233000;1.099240;1.099240;1.099190;1.099190;0
20190901 233100;1.099200;1.099240;1.099150;1.099150;0
20190901 233200;1.099130;1.099140;1.099090;1.099140;0
20190901 233300;1.099140;1.099170;1.099120;1.099140;0
20190901 233400;1.099140;1.099200;1.099130;1.099160;0
20190901 233500;1.099160;1.099160;1.099130;1.099160;0
20190901 233600;1.099160;1.099160;1.099130;1.099130;0
20190901 233700;1.099110;1.099110;1.099040;1.099040;0
20190901 233800;1.099040;1.099080;1.099030;1.099070;0
20190901 233900;1.099070;1.099070;1.099070;1.099070;0
20190901 234000;1.099070;1.099070;1.099040;1.099040;0
20190901 234100;1.099040;1.099040;1.099020;1.099020;0
20190901 234200;1.099010;1.099040;1.099010;1.099040;0
20190901 234300;1.099040;1.099050;1.099020;1.099020;0
20190901 234400;1.099000;1.099050;1.098990;1.099040;0
20190901 234500;1.099050;1.099050;1.099020;1.099020;0
20190901 234600;1.099040;1.099050;1.098990;1.098990;0
20190901 234700;1.098990;1.099010;1.098960;1.099010;0
20190901 234800;1.099010;1.099010;1.098990;1.098990;0
20190901 234900;1.098990;1.099010;1.098990;1.098990;0
20190901 235000;1.098990;1.098990;1.098950;1.098950;0
20190901 235100;1.098940;1.098960;1.098940;1.098940;0
20190901 235200;1.098950;1.098950;1.098920;1.098920;0
20190901 235300;1.098940;1.098980;1.098940;1.098980;0
20190901 235400;1.098970;1.099010;1.098970;1.098990;0
20190901 235500;1.098990;1.099030;1.098990;1.098990;0
20190901 235600;1.098990;1.099010;1.098990;1.098990;0
20190901 235700;1.098990;1.099010;1.098990;1.098990;0
20190901 235800;1.099010;1.099030;1.098990;1.099000;0
20190901 235900;1.099000;1.099020;1.099000;1.099010;0
20190902 000000;1.099000;1.099040;1.099000;1.099040;0
20190902 000100;1.099040;1.099080;1.099040;1.099060;0
20190902 000200;1.099060;1.099160;1.099060;1.099150;0
20190902 000300;1.099150;1.099150;1.099100;1.099100;0
20190902 000400;1.099110;1.099110;1.099080;1.099100;0
20190902 000500;1.099090;1.099090;1.099040;1.099060;0
20190902 000600;1.099060;1.099090;1.099050;1.099090;0
20190902 000700;1.099090;1.099110;1.099090;1.099110;0
20190902 000800;1.099110;1.099110;1.099100;1.099100;0
20190902 000900;1.099100;1.099100;1.099100;1.099100;0
20190902 001000;1.099100;1.099100;1.099090;1.099100;0
20190902 001100;1.099110;1.099110;1.099110;1.099110;0
20190902 001200;1.099110;1.099110;1.099050;1.099050;0
20190902 001300;1.099060;1.099060;1.099020;1.099020;0
20190902 001400;1.099000;1.099010;1.098990;1.098990;0
20190902 001500;1.099010;1.099010;1.098990;1.099010;0
20190902 001600;1.099020;1.099030;1.099020;1.099030;0
20190902 001700;1.099020;1.099040;1.099020;1.099040;0
20190902 001800;1.099040;1.099060;1.099040;1.099060;0
20190902 001900;1.099060;1.099070;1.099060;1.099060;0
20190902 002000;1.099070;1.099070;1.099060;1.099060;0
20190902 002100;1.099090;1.099130;1.099090;1.099130;0
20190902 002200;1.099120;1.099120;1.099120;1.099120;0
20190902 002300;1.099100;1.099120;1.099100;1.099120;0
20190902 002400;1.099140;1.099190;1.099140;1.099160;0
20190902 002500;1.099160;1.099160;1.099160;1.099160;0
20190902 002600;1.099150;1.099150;1.099040;1.099040;0
20190902 002700;1.099050;1.099110;1.099050;1.099110;0
20190902 002800;1.099120;1.099140;1.099120;1.099140;0
20190902 002900;1.099190;1.099190;1.099180;1.099180;0
20190902 003000;1.099180;1.099190;1.099160;1.099190;0
20190902 003100;1.099200;1.099240;1.099200;1.099240;0
20190902 003200;1.099240;1.099240;1.099200;1.099200;0
20190902 003300;1.099190;1.099210;1.099190;1.099210;0
20190902 003400;1.099210;1.099230;1.099210;1.099230;0
20190902 003500;1.099240;1.099240;1.099210;1.099230;0
20190902 003600;1.099230;1.099240;1.099210;1.099210;0
20190902 003700;1.099220;1.099230;1.099220;1.099230;0
20190902 003800;1.099180;1.099240;1.099160;1.099170;0
20190902 003900;1.099160;1.099160;1.099140;1.099140;0
20190902 004000;1.099130;1.099160;1.099130;1.099140;0
20190902 004100;1.099140;1.099140;1.099120;1.099120;0
20190902 004200;1.099140;1.099190;1.099140;1.099190;0
20190902 004300;1.099180;1.099190;1.099140;1.099170;0
20190902 004400;1.099170;1.099180;1.099170;1.099180;0
20190902 004500;1.099190;1.099190;1.099080;1.099080;0
20190902 004600;1.099100;1.099100;1.099070;1.099080;0
20190902 004700;1.099080;1.099080;1.099080;1.099080;0
20190902 004800;1.099090;1.099090;1.099070;1.099070;0
20190902 004900;1.099060;1.099060;1.099000;1.099000;0
20190902 005000;1.099010;1.099010;1.098950;1.098970;0
20190902 005100;1.098970;1.098970;1.098930;1.098950;0
20190902 005200;1.098950;1.098950;1.098930;1.098940;0
20190902 005300;1.098930;1.098930;1.098870;1.098880;0
20190902 005400;1.098880;1.098880;1.098810;1.098830;0
20190902 005500;1.098840;1.098850;1.098840;1.098850;0
20190902 005600;1.098850;1.098850;1.098840;1.098850;0
20190902 005700;1.098840;1.098860;1.098790;1.098840;0
20190902 005800;1.098840;1.098840;1.098820;1.098820;0
20190902 005900;1.098840;1.098850;1.098790;1.098790;0
20190902 010000;1.098790;1.098810;1.098740;1.098740;0
20190902 010100;1.098740;1.098740;1.098650;1.098670;0
20190902 010200;1.098670;1.098690;1.098660;1.098690;0
20190902 010300;1.098730;1.098820;1.098730;1.098790;0
20190902 010400;1.098760;1.098810;1.098750;1.098780;0
20190902 010500;1.098750;1.098760;1.098660;1.098680;0
20190902 010600;1.098680;1.098710;1.098680;1.098710;0
20190902 010700;1.098710;1.098730;1.098700;1.098720;0
20190902 010800;1.098720;1.098720;1.098700;1.098710;0
